 3.260000000000E+00 -7.008590046852E+02  9.880531871310E+02 -1.688912191816E+03
 3.270000000000E+00 -7.008513119535E+02  9.784131106657E+02 -1.679264422619E+03
 3.280000000000E+00 -7.008568888125E+02  9.655281780406E+02 -1.666385066853E+03
 3.290000000000E+00 -7.008532707519E+02  9.580690656215E+02 -1.658922336373E+03
 3.300000000000E+00 -7.008530489781E+02  9.611372510126E+02 -1.661990299991E+03
 3.310000000000E+00 -7.008538678076E+02  9.700971398882E+02 -1.670951007696E+03
 3.320000000000E+00 -7.008500473883E+02  9.772220927661E+02 -1.678072140154E+03
 3.330000000000E+00 -7.008582419423E+02  9.786743391534E+02 -1.679532581096E+03
 3.340000000000E+00 -7.008436378425E+02  9.739086122444E+02 -1.674752250087E+03
 3.350000000000E+00 -7.008392520042E+02  9.655524344879E+02 -1.666391686492E+03
 3.360000000000E+00 -7.008443492059E+02  9.591019226436E+02 -1.659946271849E+03
 3.370000000000E+00 -7.008456350223E+02  9.582529113303E+02 -1.659098546353E+03
 3.380000000000E+00 -7.008477045292E+02  9.625081433187E+02 -1.663355847848E+03
 3.390000000000E+00 -7.008459389676E+02  9.684374262285E+02 -1.669283365196E+03
 3.400000000000E+00 -7.008449055426E+02  9.722614229876E+02 -1.673106328530E+03
 3.410000000000E+00 -7.008484730855E+02  9.746552260485E+02 -1.675503699134E+03
 3.420000000000E+00 -7.008530985629E+02  9.773853190659E+02 -1.678238417629E+03
 3.430000000000E+00 -7.008543913907E+02  9.783784818356E+02 -1.679232873226E+03
 3.440000000000E+00 -7.008556466239E+02  9.763685599510E+02 -1.677224206575E+03
 3.450000000000E+00 -7.008592046216E+02  9.748256421463E+02 -1.675684846768E+03
 3.460000000000E+00 -7.008515285472E+02  9.774376830479E+02 -1.678289211595E+03
 3.470000000000E+00 -7.008525696232E+02  9.836393749859E+02 -1.684491944609E+03
 3.480000000000E+00 -7.008553818881E+02  9.908718069840E+02 -1.691727188872E+03
 3.490000000000E+00 -7.008502667811E+02  9.983933746443E+02 -1.699243641425E+03
 3.500000000000E+00 -7.008533516198E+02  1.004647139386E+03 -1.705500491005E+03
 3.510000000000E+00 -7.008559178166E+02  1.007109501919E+03 -1.707965419736E+03
 3.520000000000E+00 -7.008497662419E+02  1.004440580196E+03 -1.705290346438E+03
 3.530000000000E+00 -7.008548595122E+02  9.980418660017E+02 -1.698896725514E+03
 3.540000000000E+00 -7.008525314353E+02  9.922929113295E+02 -1.693145442765E+03
 3.550000000000E+00 -7.008415332100E+02  9.910225268366E+02 -1.691864060047E+03
 3.560000000000E+00 -7.008379625199E+02  9.939498483924E+02 -1.694787810912E+03
 3.570000000000E+00 -7.008321093204E+02  9.987513861058E+02 -1.699583495426E+03
 3.580000000000E+00 -7.008333946644E+02  1.000793922713E+03 -1.701627317378E+03
 3.590000000000E+00 -7.008448766383E+02  9.994552313576E+02 -1.700300107996E+03
 3.600000000000E+00 -7.008387499863E+02  9.990993003709E+02 -1.699938050357E+03
 3.610000000000E+00 -7.008298187312E+02  9.980430080288E+02 -1.698872826760E+03
 3.620000000000E+00 -7.008423265501E+02  9.933057897958E+02 -1.694148116346E+03
 3.630000000000E+00 -7.008440971321E+02  9.894606325710E+02 -1.690304729703E+03
 3.640000000000E+00 -7.008459239187E+02  9.890518201936E+02 -1.689897744112E+03
 3.650000000000E+00 -7.008405623223E+02  9.875812057455E+02 -1.688421768068E+03
 3.660000000000E+00 -7.008315805342E+02  9.828543132310E+02 -1.683685893765E+03
 3.670000000000E+00 -7.008341278342E+02  9.775291135655E+02 -1.678363241400E+03
 3.680000000000E+00 -7.008328534562E+02  9.735361426048E+02 -1.674368996061E+03
 3.690000000000E+00 -7.008423012576E+02  9.711024875642E+02 -1.671944788822E+03
 3.700000000000E+00 -7.008366610660E+02  9.734882188254E+02 -1.674324879891E+03
 3.710000000000E+00 -7.008310692595E+02  9.813680407220E+02 -1.682199109981E+03
 3.720000000000E+00 -7.008277381828E+02  9.896124833629E+02 -1.690440221546E+03
 3.730000000000E+00 -7.008177271717E+02  9.975077306863E+02 -1.698325457858E+03
 3.740000000000E+00 -7.008213153481E+02  1.007467401031E+03 -1.708288716379E+03
 3.750000000000E+00 -7.008277342685E+02  1.018129445260E+03 -1.718957179528E+03
 3.760000000000E+00 -7.008274928521E+02  1.025753847944E+03 -1.726581340797E+03
 3.770000000000E+00 -7.008280066589E+02  1.027454101395E+03 -1.728282108054E+03
 3.780000000000E+00 -7.008318364965E+02  1.022677816944E+03 -1.723509653441E+03
 3.790000000000E+00 -7.008374410935E+02  1.013344188383E+03 -1.714181629476E+03
 3.800000000000E+00 -7.008433034578E+02  1.003985338237E+03 -1.704828641695E+03
 3.810000000000E+00 -7.008458737648E+02  9.985529663506E+02 -1.699398840115E+03
 3.820000000000E+00 -7.008453745004E+02  9.965062693327E+02 -1.697351643833E+03
 3.830000000000E+00 -7.008561283487E+02  9.964348050301E+02 -1.697290933379E+03
 3.840000000000E+00 -7.008553685138E+02  9.979599886565E+02 -1.698815357170E+03
 3.850000000000E+00 -7.008643472195E+02  9.997703548101E+02 -1.700634702030E+03
 3.860000000000E+00 -7.008615421148E+02  9.990936309510E+02 -1.699955173066E+03
 3.870000000000E+00 -7.008610183671E+02  9.944659501349E+02 -1.695326968502E+03
 3.880000000000E+00 -7.008497324645E+02  9.877772116692E+02 -1.688626944134E+03
 3.890000000000E+00 -7.008609774594E+02  9.826869513430E+02 -1.683547928802E+03
 3.900000000000E+00 -7.008635253898E+02  9.824028029119E+02 -1.683266328302E+03
 3.910000000000E+00 -7.008579032274E+02  9.885949243569E+02 -1.689452827584E+03
 3.920000000000E+00 -7.008607456982E+02  9.994915398453E+02 -1.700352285543E+03
 3.930000000000E+00 -7.008592275900E+02  1.010797655751E+03 -1.711656883341E+03
 3.940000000000E+00 -7.008617979431E+02  1.019035418304E+03 -1.719897216247E+03
 3.950000000000E+00 -7.008566793525E+02  1.022139138988E+03 -1.722995818341E+03
 3.960000000000E+00 -7.008523150075E+02  1.019755936948E+03 -1.720608251955E+03
 3.970000000000E+00 -7.008487102475E+02  1.013697083571E+03 -1.714545793819E+03
 3.980000000000E+00 -7.008417822957E+02  1.007129536473E+03 -1.707971318768E+03
 3.990000000000E+00 -7.008361540310E+02  1.002671326730E+03 -1.703507480761E+03
 4.000000000000E+00 -7.008328486640E+02  1.000241830724E+03 -1.701074679388E+03
 4.010000000000E+00 -7.008315873074E+02  9.973573889381E+02 -1.698188976245E+03
 4.020000000000E+00 -7.008251680385E+02  9.925082705948E+02 -1.693333438633E+03
 4.030000000000E+00 -7.008238653629E+02  9.890321029701E+02 -1.689855968333E+03
 4.040000000000E+00 -7.008226026237E+02  9.903657312311E+02 -1.691188333855E+03
 4.050000000000E+00 -7.008175006211E+02  9.948032851702E+02 -1.695620785791E+03
 4.060000000000E+00 -7.008216009355E+02  9.995451265532E+02 -1.700366727489E+03
 4.070000000000E+00 -7.008259357807E+02  1.003644485280E+03 -1.704470421061E+03
 4.080000000000E+00 -7.008208300516E+02  1.008182505192E+03 -1.709003335244E+03
 4.090000000000E+00 -7.008280090264E+02  1.010995793793E+03 -1.711823802819E+03
 4.100000000000E+00 -7.008320862062E+02  1.010128473848E+03 -1.710960560054E+03
 4.110000000000E+00 -7.008325710906E+02  1.008028325261E+03 -1.708860896352E+03
 4.120000000000E+00 -7.008315612571E+02  1.008249026347E+03 -1.709080587604E+03
 4.130000000000E+00 -7.008305637314E+02  1.009326801557E+03 -1.710157365288E+03
 4.140000000000E+00 -7.008292900291E+02  1.007727093038E+03 -1.708556383067E+03
 4.150000000000E+00 -7.008282450186E+02  1.002953404821E+03 -1.703781649839E+03
 4.160000000000E+00 -7.008277004993E+02  9.987094583390E+02 -1.699537158838E+03
 4.170000000000E+00 -7.008312936980E+02  9.997873276466E+02 -1.700618621345E+03
 4.180000000000E+00 -7.008397733509E+02  1.005136465920E+03 -1.705976239270E+03
 4.190000000000E+00 -7.008300472384E+02  1.010314779519E+03 -1.711144826757E+03
 4.200000000000E+00 -7.008336538588E+02  1.013435395225E+03 -1.714269049083E+03
 4.210000000000E+00 -7.008398158924E+02  1.011195714696E+03 -1.712035530588E+03
 4.220000000000E+00 -7.008349267168E+02  1.001775170852E+03 -1.702610097569E+03
 4.230000000000E+00 -7.008277019992E+02  9.902318919317E+02 -1.691059593931E+03
 4.240000000000E+00 -7.008294936338E+02  9.850887050071E+02 -1.685918198641E+03
 4.250000000000E+00 -7.008238936073E+02  9.872064026173E+02 -1.688030296225E+03
 4.260000000000E+00 -7.008308235732E+02  9.919286275771E+02 -1.692759451150E+03
 4.270000000000E+00 -7.008288010262E+02  9.954158862385E+02 -1.696244687265E+03
 4.280000000000E+00 -7.008398104429E+02  9.942514399599E+02 -1.695091250403E+03
 4.290000000000E+00 -7.008400393733E+02  9.889052873984E+02 -1.689745326772E+03
 4.300000000000E+00 -7.008405266214E+02  9.839071474004E+02 -1.684747674022E+03
 4.310000000000E+00 -7.008274835476E+02  9.827879454507E+02 -1.683615428998E+03
 4.320000000000E+00 -7.008315843945E+02  9.839050910515E+02 -1.684736675446E+03
 4.330000000000E+00 -7.008325760972E+02  9.859439944224E+02 -1.686776570520E+03
 4.340000000000E+00 -7.008338425678E+02  9.919857555969E+02 -1.692819598165E+03
 4.350000000000E+00 -7.008346363086E+02  1.002943479529E+03 -1.703778115837E+03
 4.360000000000E+00 -7.008341622391E+02  1.014467614159E+03 -1.715301776398E+03
 4.370000000000E+00 -7.008405693355E+02  1.020843398317E+03 -1.721683967652E+03
 4.380000000000E+00 -7.008428522019E+02  1.020479348887E+03 -1.721322201089E+03
 4.390000000000E+00 -7.008484682558E+02  1.015904114870E+03 -1.716752583125E+03
 4.400000000000E+00 -7.008487137357E+02  1.009567680103E+03 -1.710416393839E+03
 4.410000000000E+00 -7.008446149029E+02  1.003120153358E+03 -1.703964768261E+03
 4.420000000000E+00 -7.008479393028E+02  9.975774708562E+02 -1.698425410159E+03
 4.430000000000E+00 -7.008353743649E+02  9.944991283269E+02 -1.695334502692E+03
 4.440000000000E+00 -7.008376913508E+02  9.969169429260E+02 -1.697754634277E+03
 4.450000000000E+00 -7.008351569084E+02  1.003363643362E+03 -1.704198800270E+03
 4.460000000000E+00 -7.008246476073E+02  1.010718882231E+03 -1.711543529838E+03
 4.470000000000E+00 -7.008200617814E+02  1.019203069634E+03 -1.720023131415E+03
 4.480000000000E+00 -7.008252055379E+02  1.025263889228E+03 -1.726089094766E+03
 4.490000000000E+00 -7.008211016866E+02  1.025061446934E+03 -1.725882548620E+03
 4.500000000000E+00 -7.008205842090E+02  1.019129862334E+03 -1.719950446543E+03
 4.510000000000E+00 -7.008049672892E+02  1.008905956498E+03 -1.709710923787E+03
 4.520000000000E+00 -7.008095628056E+02  9.958754842326E+02 -1.696685047038E+03
 4.530000000000E+00 -7.008021182251E+02  9.830155328816E+02 -1.683817651107E+03
 4.540000000000E+00 -7.008064646535E+02  9.741407233455E+02 -1.674947187999E+03
 4.550000000000E+00 -7.008028885068E+02  9.707053852177E+02 -1.671508273725E+03
 4.560000000000E+00 -7.007957286686E+02  9.717273577719E+02 -1.672523086440E+03
 4.570000000000E+00 -7.008000715193E+02  9.760802104301E+02 -1.676880281949E+03
 4.580000000000E+00 -7.008000663955E+02  9.843747546401E+02 -1.685174821036E+03
 4.590000000000E+00 -7.007959974038E+02  9.963995994583E+02 -1.697195596862E+03
 4.600000000000E+00 -7.007970511403E+02  1.007899323836E+03 -1.708696374977E+03
 4.610000000000E+00 -7.008052418229E+02  1.014256132634E+03 -1.715061374457E+03
 4.620000000000E+00 -7.008026723297E+02  1.014858209469E+03 -1.715660881798E+03
 4.630000000000E+00 -7.007995966502E+02  1.011034396465E+03 -1.711833993115E+03
 4.640000000000E+00 -7.007983043691E+02  1.003809691765E+03 -1.704607996135E+03
 4.650000000000E+00 -7.008029047571E+02  9.954295019922E+02 -1.696232406749E+03
 4.660000000000E+00 -7.008011205207E+02  9.876949155959E+02 -1.688496036117E+03
 4.670000000000E+00 -7.007918998315E+02  9.809721836214E+02 -1.681764083453E+03
 4.680000000000E+00 -7.007995764135E+02  9.767583414738E+02 -1.677557917887E+03
 4.690000000000E+00 -7.007980414857E+02  9.761881232176E+02 -1.676986164703E+03
 4.700000000000E+00 -7.008000886842E+02  9.794415918487E+02 -1.680241680533E+03
 4.710000000000E+00 -7.008018992960E+02  9.859625593580E+02 -1.686764458654E+03
 4.720000000000E+00 -7.007968040848E+02  9.925966792669E+02 -1.693393483352E+03
 4.730000000000E+00 -7.008014146074E+02  9.955907561738E+02 -1.696392170781E+03
 4.740000000000E+00 -7.008026745059E+02  9.942871638028E+02 -1.695089838309E+03
 4.750000000000E+00 -7.008123710494E+02  9.919009726931E+02 -1.692713343743E+03
 4.760000000000E+00 -7.008146800418E+02  9.927914894172E+02 -1.693606169459E+03
 4.770000000000E+00 -7.008200928217E+02  9.964704611367E+02 -1.697290553958E+03
 4.780000000000E+00 -7.008206243781E+02  9.979396696385E+02 -1.698760294017E+03
 4.790000000000E+00 -7.008216329548E+02  9.943488489136E+02 -1.695170481868E+03
 4.800000000000E+00 -7.008241656947E+02  9.877008372825E+02 -1.688525002977E+03
 4.810000000000E+00 -7.008256806669E+02  9.819125581326E+02 -1.682738238800E+03
 4.820000000000E+00 -7.008269579801E+02  9.799010340652E+02 -1.680727992045E+03
 4.830000000000E+00 -7.008387569524E+02  9.815774601565E+02 -1.682416217109E+03
 4.840000000000E+00 -7.008415882669E+02  9.832008717205E+02 -1.684042459987E+03
 4.850000000000E+00 -7.008461768750E+02  9.822229538295E+02 -1.683069130704E+03
 4.860000000000E+00 -7.008533172184E+02  9.809178008248E+02 -1.681771118043E+03
 4.870000000000E+00 -7.008451327683E+02  9.826162485598E+02 -1.683461381328E+03
 4.880000000000E+00 -7.008402945670E+02  9.861810136618E+02 -1.687021308229E+03
 4.890000000000E+00 -7.008326178061E+02  9.879594230678E+02 -1.688792040874E+03
 4.900000000000E+00 -7.008407950879E+02  9.871368113928E+02 -1.687977606481E+03
 4.910000000000E+00 -7.008287544147E+02  9.857113520909E+02 -1.686540106506E+03
 4.920000000000E+00 -7.008287608281E+02  9.852761053923E+02 -1.686104866220E+03
 4.930000000000E+00 -7.008377366946E+02  9.852213108292E+02 -1.686059047524E+03
 4.940000000000E+00 -7.008441389736E+02  9.837239392394E+02 -1.684568078213E+03
 4.950000000000E+00 -7.008364497765E+02  9.807133709045E+02 -1.681549820681E+03
 4.960000000000E+00 -7.008259249157E+02  9.786074481208E+02 -1.679433373036E+03
 4.970000000000E+00 -7.008287674820E+02  9.811375959026E+02 -1.681966363385E+03
 4.980000000000E+00 -7.008264953917E+02  9.849804752074E+02 -1.685806970599E+03
 4.990000000000E+00 -7.008229001881E+02  9.853425279227E+02 -1.686165428111E+03
 5.000000000000E+00 -7.008292849498E+02  9.831552792300E+02 -1.683984564180E+03
 5.010000000000E+00 -7.008249430027E+02  9.803241632173E+02 -1.681149106220E+03
 5.020000000000E+00 -7.008254561707E+02  9.760741967486E+02 -1.676899652919E+03
 5.030000000000E+00 -7.008331027769E+02  9.708818303528E+02 -1.671714933130E+03
 5.040000000000E+00 -7.008366769861E+02  9.689043114403E+02 -1.669740988426E+03
 5.050000000000E+00 -7.008346606334E+02  9.711098552733E+02 -1.671944515907E+03
 5.060000000000E+00 -7.008382564668E+02  9.733382963212E+02 -1.674176552788E+03
 5.070000000000E+00 -7.008364539813E+02  9.735410850982E+02 -1.674377539079E+03
 5.080000000000E+00 -7.008336419688E+02  9.728550238559E+02 -1.673688665825E+03
 5.090000000000E+00 -7.008328726051E+02  9.714486127325E+02 -1.672281485338E+03
 5.100000000000E+00 -7.008359418136E+02  9.699776777955E+02 -1.670813619609E+03
 5.110000000000E+00 -7.008418173575E+02  9.696128221985E+02 -1.670454639556E+03
 5.120000000000E+00 -7.008353797213E+02  9.734555369557E+02 -1.674290916677E+03
 5.130000000000E+00 -7.008359406617E+02  9.848160204626E+02 -1.685651961124E+03
 5.140000000000E+00 -7.008321148442E+02  9.969522031700E+02 -1.697784318014E+03
 5.150000000000E+00 -7.008318460849E+02  1.005455426653E+03 -1.706287272738E+03
 5.160000000000E+00 -7.008331200673E+02  1.010630093890E+03 -1.711463213957E+03
 5.170000000000E+00 -7.008339103845E+02  1.012581328083E+03 -1.713415238467E+03
 5.180000000000E+00 -7.008226594648E+02  1.008733696939E+03 -1.709556356404E+03
 5.190000000000E+00 -7.008080251931E+02  9.989719325769E+02 -1.699779957770E+03
 5.200000000000E+00 -7.008125937625E+02  9.904532359190E+02 -1.691265829682E+03
 5.210000000000E+00 -7.008159268781E+02  9.898479229828E+02 -1.690663849861E+03
 5.220000000000E+00 -7.008185221008E+02  9.970507406868E+02 -1.697869262788E+03
 5.230000000000E+00 -7.008134523338E+02  1.006067314631E+03 -1.706880766965E+03
 5.240000000000E+00 -7.008039759900E+02  1.009212143188E+03 -1.710016119178E+03
 5.250000000000E+00 -7.008062362721E+02  1.006291032560E+03 -1.707097268832E+03
 5.260000000000E+00 -7.008090333184E+02  1.003177727208E+03 -1.703986760526E+03
 5.270000000000E+00 -7.008082917535E+02  1.002533274773E+03 -1.703341566526E+03
 5.280000000000E+00 -7.008154730313E+02  1.001154176181E+03 -1.701969649213E+03
 5.290000000000E+00 -7.008108755225E+02  9.963443753546E+02 -1.697155250877E+03
 5.300000000000E+00 -7.008054852385E+02  9.867751760617E+02 -1.687580661300E+03
 5.310000000000E+00 -7.008108202911E+02  9.750017864119E+02 -1.675812606703E+03
 5.320000000000E+00 -7.008128391125E+02  9.671636319912E+02 -1.667976471104E+03
 5.330000000000E+00 -7.008128528529E+02  9.676596811112E+02 -1.668472533964E+03
 5.340000000000E+00 -7.008036780205E+02  9.746185108746E+02 -1.675422188895E+03
 5.350000000000E+00 -7.008070124176E+02  9.824099807927E+02 -1.683216993210E+03
 5.360000000000E+00 -7.008108317925E+02  9.892737510096E+02 -1.690084582802E+03
 5.370000000000E+00 -7.008072425866E+02  9.971690346991E+02 -1.697976277286E+03
 5.380000000000E+00 -7.008108393301E+02  1.006180939900E+03 -1.706991779230E+03
 5.390000000000E+00 -7.008133958884E+02  1.014185822761E+03 -1.714999218650E+03
 5.400000000000E+00 -7.008118541348E+02  1.020741613639E+03 -1.721553467773E+03
 5.410000000000E+00 -7.008154548045E+02  1.025897830762E+03 -1.726713285567E+03
 5.420000000000E+00 -7.008165043307E+02  1.027043573028E+03 -1.727860077358E+03
 5.430000000000E+00 -7.008162470720E+02  1.020877482574E+03 -1.721693729646E+03
 5.440000000000E+00 -7.008254202555E+02  1.008447852926E+03 -1.709273273182E+03
 5.450000000000E+00 -7.008238573109E+02  9.964398128907E+02 -1.697263670202E+03
 5.460000000000E+00 -7.008200210928E+02  9.895537387407E+02 -1.690373759833E+03
 5.470000000000E+00 -7.008213012423E+02  9.880483489228E+02 -1.688869650165E+03
 5.480000000000E+00 -7.008172125596E+02  9.915523278769E+02 -1.692369540436E+03
 5.490000000000E+00 -7.008269738323E+02  9.983829181542E+02 -1.699209891987E+03
 5.500000000000E+00 -7.008280361322E+02  1.003495326758E+03 -1.704323362890E+03
 5.510000000000E+00 -7.008121594354E+02  1.001965642301E+03 -1.702777801736E+03
 5.520000000000E+00 -7.008141621281E+02  9.952479044585E+02 -1.696062066587E+03
 5.530000000000E+00 -7.008090096680E+02  9.903279709530E+02 -1.691136980621E+03
 5.540000000000E+00 -7.008105701422E+02  9.920573763414E+02 -1.692867946484E+03
 5.550000000000E+00 -7.008095889162E+02  9.973633844803E+02 -1.698172973396E+03
 5.560000000000E+00 -7.008016656474E+02  1.000346002822E+03 -1.701147668469E+03
